N,종목명,현재가,전일비,등락률,액면가,거래량,매도호가,주당순이익,보통주배당금
284.0,KODEX MSCI Korea TR,11310.0,120.0,+1.07%,0.0,1015.0,11340.0,,
285.0,우리종금,740.0,0.0,0.00%,500.0,219702.0,741.0,105.0,23.0
286.0,이수페타시스,10160.0,320.0,+3.25%,1000.0,5116785.0,10210.0,1620.0,100.0
287.0,동원F&B,33200.0,500.0,-1.48%,1000.0,2955.0,33550.0,5180.0,700.0
288.0,대한해운,1998.0,1.0,+0.05%,500.0,125792.0,2000.0,494.0,
289.0,LX홀딩스,8340.0,10.0,-0.12%,1000.0,38998.0,8350.0,2188.0,310.0
290.0,한국단자,60900.0,200.0,-0.33%,500.0,9719.0,61200.0,5906.0,700.0
291.0,삼양홀딩스,73900.0,0.0,0.00%,5000.0,5102.0,73900.0,8007.0,3500.0
292.0,한섬,25400.0,150.0,-0.59%,500.0,12168.0,25500.0,4995.0,750.0
293.0,TIGER KOFR금리액티브(합성),101615.0,5.0,0.00%,0.0,4778.0,101620.0,,
294.0,동양생명,3850.0,20.0,-0.52%,5000.0,43631.0,3865.0,459.0,
295.0,애경산업,23500.0,0.0,0.00%,1000.0,17697.0,23600.0,1008.0,310.0
296.0,KBSTAR 23-11 회사채(AA-이상)액티브,51580.0,0.0,0.00%,0.0,4621.0,51585.0,,
297.0,드림텍,9130.0,190.0,+2.13%,100.0,69593.0,9100.0,968.0,200.0
298.0,경동나비엔,41350.0,50.0,+0.12%,1000.0,10119.0,41350.0,4490.0,500.0
299.0,지누스,31750.0,1050.0,+3.42%,500.0,40975.0,31850.0,864.0,530.0
300.0,티웨이항공,2985.0,15.0,-0.50%,500.0,221943.0,3000.0,-664.0,0.0
301.0,보령,8720.0,140.0,+1.63%,500.0,45850.0,8730.0,610.0,100.0
302.0,TIGER 24-10 회사채(A+이상)액티브,52670.0,5.0,-0.01%,0.0,12561.0,52680.0,,
303.0,현대홈쇼핑,49100.0,200.0,+0.41%,5000.0,2637.0,49250.0,7194.0,2600.0
304.0,한화투자증권,2740.0,10.0,+0.37%,5000.0,111375.0,2750.0,-250.0,
305.0,엠씨넥스,32200.0,300.0,+0.94%,500.0,47175.0,32200.0,1278.0,500.0
306.0,SBS,31550.0,150.0,+0.48%,5000.0,17686.0,31700.0,6365.0,1000.0
307.0,쿠쿠홀딩스,16150.0,40.0,-0.25%,100.0,1422.0,16160.0,3281.0,800.0
308.0,JW중외제약,25100.0,600.0,+2.45%,2500.0,48072.0,25000.0,1316.0,364.0
309.0,프레스티지바이오파마,9520.0,0.0,0.00%,0.0,5383.0,9550.0,-2426.0,
310.0,삼성 인버스 2X 천연가스 선물 ETN C,56910.0,10050.0,-15.01%,0.0,53252.0,56745.0,,
311.0,QV 코스피 변동성 매칭형 양매도 ETN,8015.0,5.0,-0.06%,0.0,1.0,7995.0,,
312.0,HSD엔진,7810.0,10.0,-0.13%,1000.0,84172.0,7830.0,-447.0,
313.0,화신,15920.0,330.0,-2.03%,500.0,431331.0,16030.0,2316.0,100.0
314.0,부광약품,7820.0,40.0,+0.51%,500.0,22815.0,7800.0,-35.0,
315.0,삼성화재우,173600.0,1000.0,+0.58%,500.0,3534.0,173800.0,25315.0,
316.0,쏘카,16900.0,0.0,0.00%,100.0,20816.0,16910.0,-596.0,0.0
317.0,TIGER 단기채권액티브,51950.0,5.0,-0.01%,0.0,7891.0,51960.0,,
318.0,유안타증권,2760.0,15.0,-0.54%,5000.0,55717.0,2765.0,212.0,110.0
319.0,ACE 미국S&P500,14180.0,160.0,+1.14%,0.0,125318.0,14175.0,,
320.0,쿠쿠홈시스,24350.0,50.0,+0.21%,100.0,8512.0,24500.0,5114.0,700.0
321.0,파미셀,9050.0,70.0,+0.78%,500.0,46791.0,9050.0,182.0,0.0
322.0,티와이홀딩스,10760.0,70.0,-0.65%,500.0,11874.0,10750.0,1754.0,150.0
323.0,신한알파리츠,6130.0,10.0,-0.16%,1000.0,49036.0,6130.0,177.0,191.0
324.0,바이오노트,5290.0,60.0,-1.12%,500.0,228409.0,5310.0,3277.0,490.0
325.0,일동제약,19990.0,150.0,+0.76%,1000.0,49431.0,19980.0,-1144.0,
326.0,KBSTAR 단기통안채,107790.0,15.0,-0.01%,0.0,3963509.0,107795.0,,
327.0,동아쏘시오홀딩스,83800.0,700.0,+0.84%,5000.0,1505.0,83800.0,1757.0,1500.0
328.0,HANARO 200,33450.0,325.0,+0.98%,0.0,6487.0,33550.0,,
329.0,서연이화,19630.0,920.0,-4.48%,500.0,618393.0,19670.0,2060.0,150.0
330.0,KODEX 선진국MSCI World,21855.0,185.0,+0.85%,0.0,8727.0,21845.0,,
331.0,동일산업,218000.0,1000.0,-0.46%,5000.0,518.0,218000.0,9007.0,3000.0
332.0,영진약품,2890.0,0.0,0.00%,500.0,120721.0,2910.0,-120.0,0.0
333.0,제주은행,16360.0,590.0,-3.48%,5000.0,291756.0,16390.0,710.0,100.0
334.0,삼성SDI우,324500.0,4000.0,-1.22%,5000.0,1640.0,327500.0,27736.0,
335.0,신영증권,55800.0,300.0,+0.54%,5000.0,20.0,55800.0,3557.0,4000.0
336.0,삼천리,129000.0,800.0,-0.62%,5000.0,44294.0,128500.0,18490.0,3000.0
337.0,롯데손해보험,1681.0,8.0,-0.47%,1000.0,70481.0,1691.0,-203.0,
338.0,미래에셋증권2우B,3715.0,10.0,+0.27%,5000.0,9169.0,3720.0,830.0,
339.0,LG생활건강우,246500.0,1500.0,+0.61%,5000.0,878.0,248000.0,13352.0,
340.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9415.0,25.0,+0.27%,0.0,46591.0,9430.0,,
341.0,DI동일,19660.0,540.0,-2.67%,500.0,47464.0,19770.0,2067.0,258.0
342.0,KOSEF 국고채10년,111510.0,460.0,-0.41%,0.0,3640.0,111540.0,,
343.0,미래에셋생명,2850.0,5.0,+0.18%,5000.0,14502.0,2850.0,290.0,
344.0,TIGER 차이나항셍테크,5650.0,105.0,-1.82%,0.0,630714.0,5690.0,,
345.0,KOSEF 200TR,41345.0,410.0,+1.00%,0.0,3330.0,41480.0,,
346.0,한화손해보험,4230.0,70.0,-1.63%,5000.0,247639.0,4235.0,1992.0,
347.0,KODEX 미국S&P500TR,12595.0,145.0,+1.16%,0.0,73861.0,12585.0,,
348.0,SK디앤디,22050.0,150.0,-0.68%,1000.0,5876.0,22100.0,2020.0,800.0
349.0,LF,16590.0,110.0,+0.67%,5000.0,2442.0,16560.0,5208.0,700.0
350.0,동아에스티,56300.0,0.0,0.00%,5000.0,658.0,56000.0,1573.0,784.0
351.0,코람코에너지리츠,5470.0,10.0,+0.18%,500.0,18180.0,5470.0,269.0,175.0
352.0,한국카본,10990.0,30.0,+0.27%,500.0,97038.0,11010.0,461.0,130.0
353.0,NICE,12620.0,30.0,-0.24%,500.0,5122.0,12630.0,970.0,410.0
354.0,KG케미칼,34300.0,1200.0,-3.38%,5000.0,143983.0,34600.0,21888.0,500.0
355.0,삼성 레버리지 WTI원유 선물 ETN,1175.0,25.0,-2.08%,0.0,411679.0,1180.0,,
356.0,빙그레,47800.0,150.0,-0.31%,5000.0,11827.0,47850.0,2607.0,1500.0
357.0,KBSTAR 머니마켓액티브,50075.0,5.0,+0.01%,0.0,43693.0,50075.0,,
358.0,고려제강,18770.0,90.0,+0.48%,1000.0,6296.0,18760.0,2378.0,276.0
359.0,KB스타리츠,4610.0,10.0,+0.22%,500.0,28702.0,4600.0,,165.0
360.0,삼양사,45150.0,350.0,+0.78%,5000.0,14609.0,45250.0,6458.0,1250.0
361.0,ACE 미국나스닥100,14200.0,290.0,+2.08%,0.0,148144.0,14190.0,,
362.0,KODEX 미국FANG플러스(H),25625.0,915.0,+3.70%,0.0,160437.0,25610.0,,
363.0,세아홀딩스,114400.0,500.0,+0.44%,5000.0,35.0,114500.0,30831.0,4000.0
364.0,KODEX 코스닥150,12580.0,0.0,0.00%,0.0,1929687.0,12605.0,,
365.0,삼화콘덴서,43650.0,50.0,-0.11%,1000.0,29690.0,43700.0,2803.0,500.0
366.0,화승엔터프라이즈,7470.0,100.0,-1.32%,500.0,122002.0,7510.0,-192.0,45.0
367.0,콘텐트리중앙,23450.0,400.0,+1.74%,5000.0,46684.0,23350.0,-2258.0,
368.0,신성이엔지,2190.0,45.0,-2.01%,500.0,2464436.0,2195.0,166.0,0.0
369.0,HD현대에너지솔루션,39950.0,100.0,-0.25%,5000.0,23543.0,39900.0,5412.0,600.0
370.0,서울가스,89300.0,0.0,0.00%,5000.0,16388.0,89400.0,3536.0,1750.0
371.0,KODEX 미국나스닥100TR,12255.0,255.0,+2.13%,0.0,202458.0,12250.0,,
372.0,남해화학,8820.0,50.0,+0.57%,1000.0,94620.0,8820.0,951.0,100.0
373.0,TIGER 미국달러단기채권액티브,11580.0,0.0,0.00%,0.0,48737.0,11565.0,,
374.0,풀무원,11330.0,580.0,+5.40%,500.0,96662.0,11300.0,-441.0,102.0
375.0,유니드,63700.0,200.0,-0.31%,5000.0,5281.0,63800.0,14550.0,2000.0
376.0,ACE 200,33535.0,330.0,+0.99%,0.0,2549.0,33645.0,,
377.0,현대그린푸드,12560.0,450.0,-3.46%,500.0,133174.0,12670.0,,
378.0,세아제강,149300.0,1300.0,+0.88%,5000.0,6026.0,149400.0,61830.0,6000.0
379.0,YG PLUS,6670.0,140.0,-2.06%,500.0,1030982.0,6670.0,184.0,
380.0,롯데정보통신,27150.0,150.0,-0.55%,5000.0,18526.0,27350.0,2336.0,700.0
381.0,신한 레버리지 WTI원유 선물 ETN(H),835.0,20.0,-2.34%,0.0,446151.0,845.0,,
382.0,아세아시멘트,10630.0,70.0,+0.66%,500.0,5088.0,10620.0,1631.0,225.0
383.0,ARIRANG 종합채권(AA-이상)액티브,103105.0,0.0,0.00%,0.0,0.0,102785.0,,
384.0,SK렌터카,8730.0,250.0,+2.95%,500.0,58675.0,8760.0,439.0,150.0
385.0,KODEX 단기변동금리부채권액티브,106665.0,10.0,+0.01%,0.0,200.0,106690.0,,
386.0,SGC에너지,27750.0,50.0,-0.18%,5000.0,9974.0,27800.0,5809.0,1700.0
387.0,케이씨텍,19310.0,760.0,+4.10%,500.0,33697.0,19390.0,2655.0,250.0
388.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,0.0,0.0,-149.0,
389.0,HDC,6670.0,90.0,+1.37%,5000.0,25640.0,6670.0,-86.0,250.0
390.0,삼성FN리츠,5140.0,0.0,0.00%,500.0,18248.0,5150.0,,
391.0,송원산업,16510.0,140.0,+0.86%,500.0,16842.0,16530.0,4130.0,500.0
392.0,BGF,4120.0,20.0,+0.49%,1000.0,13542.0,4120.0,247.0,110.0
393.0,신영증권우,55700.0,200.0,+0.36%,5000.0,29.0,55600.0,3557.0,
394.0,맵스리얼티1,4230.0,10.0,+0.24%,0.0,5548.0,4235.0,,
395.0,아모레퍼시픽우,37100.0,600.0,+1.64%,500.0,6913.0,37050.0,1947.0,
396.0,국도화학,43150.0,50.0,-0.12%,5000.0,1650.0,43300.0,5775.0,1400.0
397.0,DB,1930.0,21.0,+1.10%,500.0,2318344.0,1957.0,28.0,
398.0,코오롱플라스틱,10200.0,80.0,-0.78%,1000.0,60302.0,10230.0,974.0,180.0
399.0,TIGER 일본니케이225,17765.0,0.0,0.00%,0.0,35952.0,17710.0,,
400.0,TYM,2490.0,0.0,0.00%,500.0,0.0,0.0,645.0,300.0
401.0,진원생명과학,4845.0,230.0,+4.98%,1000.0,613168.0,4750.0,-491.0,0.0
402.0,TIGER KRX2차전지K-뉴딜,17355.0,385.0,-2.17%,0.0,236903.0,17405.0,,
403.0,한국자산신탁,3015.0,0.0,0.00%,500.0,42888.0,3015.0,873.0,220.0
404.0,유나이티드제약,22900.0,50.0,+0.22%,500.0,9269.0,22950.0,2787.0,400.0
405.0,KOSEF 200,33335.0,330.0,+1.00%,0.0,1762.0,33440.0,,
406.0,에어부산,3165.0,40.0,-1.25%,1000.0,204491.0,3185.0,-1753.0,
407.0,SIMPAC,5640.0,60.0,+1.08%,500.0,189366.0,5660.0,1164.0,200.0
408.0,신도리코,36500.0,350.0,-0.95%,5000.0,2843.0,36550.0,4466.0,1500.0
409.0,남선알미늄,2845.0,40.0,-1.39%,500.0,1914844.0,2860.0,238.0,
410.0,LX하우시스,40900.0,400.0,+0.99%,5000.0,8837.0,41200.0,-10942.0,200.0
411.0,KODEX 반도체,29040.0,1075.0,+3.84%,0.0,545209.0,29145.0,,
412.0,남양유업,506000.0,5000.0,+1.00%,5000.0,398.0,511000.0,-87511.0,1000.0
413.0,조선내화,9030.0,30.0,-0.33%,500.0,72844.0,9110.0,721.0,450.0
414.0,일성신약,27150.0,200.0,-0.73%,1000.0,3513.0,27250.0,7913.0,4000.0
415.0,휴스틸,6360.0,50.0,-0.78%,1000.0,305901.0,6410.0,5193.0,350.0
416.0,한화리츠,5050.0,0.0,0.00%,500.0,11913.0,5060.0,,0.0
417.0,E1,51800.0,1000.0,+1.97%,5000.0,18149.0,51700.0,20679.0,3600.0
418.0,한일홀딩스,11520.0,10.0,+0.09%,1000.0,619.0,11520.0,2904.0,800.0
419.0,교보증권,5440.0,40.0,+0.74%,5000.0,11291.0,5440.0,670.0,200.0
420.0,현대퓨처넷,3190.0,30.0,-0.93%,500.0,49331.0,3190.0,-48.0,90.0
421.0,웅진씽크빅,3040.0,0.0,0.00%,500.0,72657.0,3035.0,26.0,110.0
422.0,풍산홀딩스,35000.0,250.0,-0.71%,5000.0,10854.0,34950.0,7024.0,1300.0
423.0,HL홀딩스,33350.0,150.0,-0.45%,5000.0,2208.0,33500.0,296.0,2000.0
424.0,잇츠한불,15900.0,40.0,+0.25%,500.0,4051.0,15920.0,-311.0,150.0
425.0,대성홀딩스,21500.0,250.0,-1.15%,1000.0,120357.0,21650.0,225.0,250.0
426.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10190.0,140.0,+1.39%,0.0,39798.0,10195.0,,
427.0,코리아써키트,14600.0,840.0,+6.10%,500.0,296108.0,14680.0,2508.0,
428.0,한국토지신탁,1362.0,2.0,-0.15%,1000.0,88202.0,1364.0,95.0,90.0
429.0,대한제강,13940.0,30.0,+0.22%,1000.0,12046.0,13950.0,5095.0,780.0
430.0,세진중공업,6010.0,70.0,-1.15%,500.0,45531.0,6030.0,204.0,150.0
431.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,-1031.0,0.0
432.0,퍼시스,29500.0,100.0,+0.34%,1000.0,118.0,29500.0,511.0,1100.0
433.0,엘브이엠씨홀딩스,1968.0,17.0,+0.87%,0.0,345159.0,1959.0,-258.0,0.0
434.0,광동제약,6430.0,30.0,-0.46%,1000.0,47165.0,6430.0,461.0,100.0
435.0,아이마켓코리아,10080.0,40.0,-0.40%,500.0,6400.0,10110.0,665.0,600.0
436.0,농심홀딩스,72600.0,600.0,-0.82%,5000.0,524.0,72500.0,7353.0,2500.0
437.0,한미글로벌,30700.0,300.0,+0.99%,500.0,183389.0,30850.0,2136.0,550.0
438.0,에이프로젠,1320.0,30.0,+2.33%,500.0,455482.0,1317.0,-641.0,
439.0,조일알미늄,2640.0,65.0,-2.40%,500.0,1068092.0,2670.0,142.0,
440.0,한일현대시멘트,17280.0,20.0,+0.12%,5000.0,1821.0,17290.0,1971.0,600.0
441.0,SNT다이내믹스,10040.0,100.0,+1.01%,2500.0,38919.0,10080.0,866.0,500.0
442.0,대신증권우,12820.0,60.0,+0.47%,5000.0,15704.0,12830.0,1336.0,
443.0,한화3우B,14740.0,30.0,-0.20%,5000.0,29714.0,14770.0,13402.0,
444.0,SK증권,700.0,5.0,+0.72%,500.0,635615.0,701.0,20.0,5.0
445.0,이리츠코크렙,5220.0,20.0,+0.38%,500.0,5985.0,5220.0,295.0,195.0
446.0,일양약품,17300.0,70.0,+0.41%,2500.0,6522.0,17290.0,985.0,150.0
447.0,KISCO홀딩스,20400.0,50.0,+0.25%,1000.0,1377.0,20400.0,4778.0,600.0
448.0,흥아해운,1372.0,1.0,+0.07%,500.0,22285.0,1375.0,119.0,
449.0,한화갤러리아,1692.0,13.0,+0.77%,500.0,698096.0,1701.0,,
450.0,스카이라이프,6850.0,10.0,-0.15%,2500.0,11121.0,6880.0,275.0,350.0
451.0,서흥,28350.0,100.0,+0.35%,500.0,3617.0,28350.0,2938.0,400.0
452.0,수산인더스트리,22800.0,550.0,+2.47%,200.0,46192.0,22700.0,3519.0,600.0
453.0,이연제약,18000.0,80.0,+0.45%,500.0,14403.0,17970.0,402.0,150.0
454.0,삼진제약,23250.0,100.0,+0.43%,1000.0,31616.0,23400.0,1575.0,800.0
455.0,LG헬로비전,4160.0,10.0,-0.24%,2500.0,23786.0,4180.0,-293.0,120.0
456.0,효성화학,100900.0,300.0,+0.30%,5000.0,4882.0,101400.0,-138429.0,
457.0,아세아,147700.0,1200.0,-0.81%,5000.0,250.0,147100.0,38346.0,3750.0
458.0,유진투자증권,3285.0,5.0,+0.15%,5000.0,127728.0,3295.0,162.0,60.0
459.0,조광피혁,47750.0,250.0,+0.53%,5000.0,172.0,47800.0,912.0,
460.0,에스엠벡셀,2850.0,375.0,-11.63%,500.0,1812476.0,2845.0,191.0,
461.0,대원제약,14430.0,0.0,0.00%,500.0,32147.0,14460.0,1462.0,350.0
462.0,방림,7460.0,120.0,+1.63%,500.0,22924.0,7430.0,18.0,45.0
463.0,TIGER Fn반도체TOP10,8190.0,310.0,+3.93%,0.0,699283.0,8205.0,,
464.0,TIGER 25-10 회사채(A+이상)액티브,50400.0,40.0,-0.08%,0.0,14407.0,50400.0,,
465.0,알루코,3465.0,105.0,-2.94%,500.0,1244271.0,3490.0,155.0,0.0
466.0,HJ중공업,3735.0,25.0,+0.67%,5000.0,9182.0,3745.0,-602.0,
467.0,아세아제지,34450.0,50.0,+0.15%,5000.0,2782.0,34450.0,10540.0,1000.0
468.0,KEC,2125.0,65.0,+3.16%,500.0,1068752.0,2140.0,140.0,56.0
469.0,DL건설,13920.0,20.0,+0.14%,5000.0,4552.0,13930.0,2617.0,250.0
470.0,CJ4우(전환),72500.0,800.0,-1.09%,5000.0,1421.0,72800.0,5666.0,
471.0,신성통상,2120.0,15.0,+0.71%,500.0,40569.0,2120.0,603.0,
472.0,대한제당,3390.0,25.0,-0.73%,500.0,1194837.0,3410.0,266.0,120.0
473.0,모토닉,9210.0,40.0,-0.43%,500.0,2964.0,9230.0,651.0,400.0
474.0,지역난방공사,26150.0,200.0,+0.77%,5000.0,177.0,26200.0,-15880.0,
475.0,TRUE KIS CD금리투자 ETN,50245.0,0.0,0.00%,0.0,0.0,50255.0,,
476.0,환인제약,16120.0,80.0,-0.49%,500.0,6022.0,16120.0,1221.0,300.0
477.0,일진전기,8080.0,110.0,-1.34%,1000.0,496114.0,8120.0,646.0,130.0
478.0,한국쉘석유,229500.0,500.0,-0.22%,5000.0,131.0,230000.0,21513.0,18000.0
479.0,락앤락,5900.0,80.0,+1.37%,500.0,17071.0,5890.0,-302.0,1953.0
480.0,한진,19700.0,40.0,+0.20%,5000.0,4016.0,19710.0,1963.0,600.0
481.0,STX엔진,12760.0,10.0,-0.08%,2500.0,4673.0,12820.0,-965.0,
482.0,세방,15170.0,220.0,-1.43%,500.0,192036.0,15330.0,4583.0,300.0
483.0,도화엔지니어링,8610.0,30.0,+0.35%,500.0,992334.0,8630.0,49.0,280.0
484.0,일진다이아,20300.0,250.0,-1.22%,1000.0,11519.0,20400.0,-472.0,300.0
485.0,KODEX 은행,6015.0,20.0,+0.33%,0.0,152544.0,6025.0,,
486.0,대원강업,4615.0,125.0,-2.64%,500.0,315767.0,4630.0,304.0,100.0
487.0,경방,10400.0,10.0,+0.10%,500.0,2509.0,10400.0,161.0,125.0
488.0,한국철강,6670.0,10.0,-0.15%,1000.0,30175.0,6650.0,1844.0,300.0
489.0,제일약품,19230.0,100.0,+0.52%,500.0,12224.0,19250.0,240.0,50.0
490.0,현대차증권,8890.0,30.0,+0.34%,5000.0,8364.0,8900.0,2247.0,550.0
491.0,대한방직,52800.0,0.0,0.00%,1000.0,11.0,52800.0,-987.0,
492.0,SNT홀딩스,17120.0,20.0,-0.12%,500.0,6331.0,17070.0,3890.0,700.0
493.0,롯데하이마트,11810.0,60.0,+0.51%,5000.0,6001.0,11810.0,-22361.0,300.0
494.0,GS글로벌,3365.0,140.0,-3.99%,2500.0,2903189.0,3375.0,820.0,
495.0,자이에스앤디,7160.0,90.0,+1.27%,1000.0,66391.0,7180.0,2035.0,300.0
496.0,SOL 종합채권(AA-이상)액티브,101835.0,345.0,-0.34%,0.0,2.0,101885.0,,
497.0,대동,11520.0,80.0,+0.70%,1000.0,88310.0,11560.0,1561.0,100.0
498.0,KBSTAR Fn수소경제테마,10095.0,50.0,-0.49%,0.0,9202.0,10130.0,,
499.0,삼익THK,13090.0,100.0,+0.77%,500.0,12797.0,13100.0,793.0,300.0
500.0,백광산업,6070.0,290.0,-4.56%,500.0,858339.0,6120.0,465.0,60.0
501.0,유니퀘스트,10000.0,630.0,+6.72%,500.0,132451.0,10040.0,1796.0,200.0
502.0,일신방직,11630.0,180.0,-1.52%,500.0,13785.0,11630.0,4761.0,500.0
503.0,삼양패키징,17100.0,80.0,-0.47%,5000.0,4365.0,17110.0,777.0,750.0
504.0,한국콜마홀딩스,14520.0,30.0,-0.21%,500.0,3983.0,14520.0,-309.0,300.0
505.0,KODEX 코스피,25675.0,140.0,+0.55%,0.0,10332.0,25750.0,,
506.0,TIGER 중장기국채,49155.0,125.0,-0.25%,0.0,2037.0,49160.0,,
507.0,BYC,431000.0,5500.0,+1.29%,5000.0,21.0,430500.0,42013.0,3000.0
508.0,코오롱글로벌,14210.0,180.0,+1.28%,5000.0,30656.0,14250.0,5691.0,400.0
509.0,AK홀딩스,20300.0,150.0,-0.73%,5000.0,1900.0,20400.0,-4589.0,200.0
510.0,에이프로젠바이오로직스,403.0,3.0,+0.75%,500.0,576044.0,403.0,14.0,0.0
511.0,대상홀딩스,7400.0,60.0,+0.82%,1000.0,4097.0,7410.0,868.0,270.0
512.0,TIGER 미국S&P500선물(H),48485.0,510.0,+1.06%,0.0,119504.0,48530.0,,
513.0,덕양산업,8200.0,660.0,-7.45%,500.0,2412296.0,8400.0,636.0,
514.0,한솔제지,11200.0,0.0,0.00%,5000.0,19930.0,11230.0,2201.0,700.0
515.0,광주신세계,33500.0,50.0,+0.15%,1000.0,921.0,33450.0,7118.0,2200.0
516.0,만호제강,64000.0,100.0,+0.16%,1000.0,6574.0,64200.0,1821.0,250.0
517.0,TIGER 리츠부동산인프라,4700.0,0.0,0.00%,0.0,160804.0,4700.0,,
518.0,포스코스틸리온,43950.0,1750.0,-3.83%,5000.0,58362.0,44100.0,3785.0,875.0
519.0,미래에셋 레버리지 원유선물혼합 ETN(H),6415.0,150.0,-2.28%,0.0,5832.0,6430.0,,
520.0,케이씨,19350.0,460.0,+2.44%,500.0,20619.0,19460.0,7343.0,350.0
521.0,KODEX ESG종합채권(A-이상)액티브,103970.0,0.0,0.00%,0.0,0.0,103915.0,,
522.0,사조대림,28500.0,0.0,0.00%,5000.0,3929.0,28500.0,8228.0,350.0
523.0,KBSTAR 미국나스닥100,13745.0,295.0,+2.19%,0.0,82114.0,13735.0,,
524.0,현대차3우B,108500.0,500.0,-0.46%,5000.0,4537.0,108800.0,26592.0,
525.0,하나제약,14610.0,100.0,+0.69%,500.0,7411.0,14570.0,1368.0,510.0
526.0,STX,8400.0,150.0,-1.75%,2500.0,587458.0,8500.0,-474.0,0.0
527.0,한농화성,16540.0,570.0,-3.33%,500.0,153710.0,16640.0,301.0,120.0
528.0,경동인베스트,109300.0,2000.0,-1.80%,5000.0,142699.0,113100.0,4397.0,750.0
529.0,한전산업,7890.0,20.0,+0.25%,500.0,10610.0,7900.0,499.0,228.0
530.0,키다리스튜디오,6940.0,70.0,+1.02%,500.0,43494.0,6990.0,-78.0,50.0
531.0,KBSTAR KIS국고채30년Enhanced,70335.0,855.0,-1.20%,0.0,61050.0,70335.0,,
532.0,신세계 I&C,14830.0,150.0,+1.02%,500.0,12916.0,14850.0,4877.0,500.0
533.0,종근당홀딩스,50800.0,300.0,+0.59%,2500.0,391.0,50900.0,214.0,1400.0
534.0,코오롱,20100.0,50.0,+0.25%,5000.0,6602.0,20150.0,10016.0,550.0
535.0,동화약품,9050.0,30.0,+0.33%,1000.0,38918.0,9060.0,730.0,180.0
536.0,동양,1056.0,10.0,+0.96%,500.0,66899.0,1058.0,-18.0,40.0
537.0,JW홀딩스,3450.0,0.0,0.00%,500.0,16617.0,3450.0,306.0,97.0
538.0,현대코퍼레이션,18900.0,360.0,-1.87%,5000.0,21249.0,18850.0,6167.0,600.0
539.0,삼영무역,13490.0,40.0,-0.30%,500.0,621.0,13510.0,2979.0,600.0
540.0,아주스틸,9400.0,10.0,+0.11%,500.0,8279.0,9440.0,51.0,
541.0,다올투자증권,4070.0,10.0,+0.25%,5000.0,218025.0,4080.0,897.0,150.0
542.0,HLB글로벌,5810.0,70.0,+1.22%,500.0,51266.0,5780.0,-273.0,
543.0,현대지에프홀딩스,3845.0,40.0,-1.03%,500.0,69258.0,3840.0,572.0,210.0
544.0,와이투솔루션,1369.0,50.0,+3.79%,500.0,654160.0,1373.0,-14.0,0.0
545.0,KBSTAR 미국S&P500,12250.0,145.0,+1.20%,0.0,48567.0,12245.0,,
546.0,한국금융지주우,41400.0,100.0,+0.24%,5000.0,914.0,41350.0,10341.0,
547.0,그린케미칼,10100.0,220.0,+2.23%,500.0,112321.0,9920.0,120.0,230.0
548.0,코오롱모빌리티그룹,3850.0,35.0,+0.92%,500.0,44847.0,3850.0,,
549.0,스틱인베스트먼트,5780.0,100.0,+1.76%,500.0,27376.0,5770.0,380.0,200.0
550.0,KODEX 미국채울트라30년선물(H),8745.0,85.0,-0.96%,0.0,543542.0,8740.0,,
551.0,대성에너지,8720.0,0.0,0.00%,1000.0,565080.0,8730.0,-27.0,250.0
552.0,NPC,6530.0,20.0,+0.31%,500.0,37346.0,6540.0,670.0,100.0
553.0,대교,2805.0,45.0,+1.63%,500.0,11732.0,2795.0,-1288.0,30.0
554.0,대한제분,140400.0,300.0,-0.21%,5000.0,142.0,140500.0,24357.0,2500.0
555.0,테이팩스,50000.0,400.0,-0.79%,500.0,10042.0,50200.0,3283.0,900.0
556.0,KODEX 미국달러SOFR금리액티브(합성),10335.0,5.0,+0.05%,0.0,100487.0,10325.0,,
557.0,신대양제지,5830.0,60.0,+1.04%,500.0,129970.0,5830.0,1280.0,125.0
558.0,미원홀딩스,100200.0,400.0,+0.40%,500.0,74.0,100200.0,8699.0,700.0
559.0,금호건설,6290.0,60.0,+0.96%,5000.0,14411.0,6290.0,556.0,500.0
560.0,세종공업,8350.0,400.0,-4.57%,500.0,514375.0,8360.0,62.0,100.0
561.0,에이블씨엔씨,8920.0,210.0,-2.30%,500.0,28533.0,8920.0,190.0,0.0
562.0,퍼스텍,4815.0,285.0,-5.59%,500.0,5795994.0,4815.0,37.0,
563.0,KODEX 국고채3년,57805.0,20.0,-0.03%,0.0,894.0,57805.0,,
564.0,성신양회,9400.0,20.0,+0.21%,5000.0,20173.0,9410.0,-1052.0,200.0
565.0,무림P&P,3695.0,20.0,+0.54%,2500.0,29304.0,3705.0,721.0,150.0
566.0,동성케미컬,4625.0,20.0,+0.43%,1000.0,19161.0,4610.0,705.0,200.0
567.0,한솔테크닉스,7150.0,10.0,-0.14%,5000.0,227515.0,7160.0,802.0,100.0
568.0,KPX케미칼,47000.0,50.0,+0.11%,5000.0,676.0,47050.0,5910.0,2750.0
569.0,현대비앤지스틸,14990.0,330.0,-2.15%,5000.0,80521.0,15070.0,1715.0,100.0
